epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
72,1506.18,3.92137,5.13664,0.85198,0.01167,0.11667,0.00819,0.00183,3.97997,5.1533,0.88223,0.0005942,0.0005942,0.0005942
73,1527.71,3.78427,4.04747,0.8322,0.01167,0.11667,0.00819,0.00183,3.97997,5.1533,0.88223,0.0005744,0.0005744,0.0005744
74,1550.04,3.76662,4.70294,0.88875,0.0125,0.125,0.00972,0.00217,3.89188,4.99713,0.8794,0.0005546,0.0005546,0.0005546
75,1572.06,4.20566,4.99456,0.80316,0.0125,0.125,0.00972,0.00217,3.89188,4.99713,0.8794,0.0005348,0.0005348,0.0005348
76,1593.81,3.86001,4.94068,0.8341,0.0125,0.125,0.00972,0.00217,3.89188,4.99713,0.8794,0.000515,0.000515,0.000515
77,1616.1,3.96368,6.17527,0.85851,0.0125,0.125,0.00972,0.00217,3.89188,4.99713,0.8794,0.0004952,0.0004952,0.0004952
78,1640.82,3.90704,4.9924,0.82378,0.01583,0.15833,0.01239,0.00275,3.78385,4.87709,0.8751,0.0004754,0.0004754,0.0004754
79,1664.29,3.93164,4.20948,0.84116,0.01583,0.15833,0.01239,0.00275,3.78385,4.87709,0.8751,0.0004556,0.0004556,0.0004556
80,1685.55,3.859,4.39971,0.86809,0.01583,0.15833,0.01239,0.00275,3.78385,4.87709,0.8751,0.0004358,0.0004358,0.0004358
81,1705.61,3.94583,11.2477,0.8135,0.01583,0.15833,0.01239,0.00275,3.78385,4.87709,0.8751,0.000416,0.000416,0.000416
82,1728.5,4.04577,4.20257,0.81555,0.01667,0.16667,0.0137,0.00322,3.68737,4.77477,0.87024,0.0003962,0.0003962,0.0003962
83,1749.65,4.17547,5.80627,0.81155,0.01667,0.16667,0.0137,0.00322,3.68737,4.77477,0.87024,0.0003764,0.0003764,0.0003764
84,1770.88,3.75671,4.25644,0.8651,0.01667,0.16667,0.0137,0.00322,3.68737,4.77477,0.87024,0.0003566,0.0003566,0.0003566
85,1792.87,3.64291,5.52254,0.86737,0.01667,0.16667,0.0137,0.00322,3.68737,4.77477,0.87024,0.0003368,0.0003368,0.0003368
86,1814.02,4.00873,4.45944,0.87791,0.01667,0.16667,0.01386,0.00345,3.63855,4.7194,0.86879,0.000317,0.000317,0.000317
87,1835.47,4.08646,5.63608,0.8537,0.01667,0.16667,0.01386,0.00345,3.63855,4.7194,0.86879,0.0002972,0.0002972,0.0002972
88,1858.02,3.83599,6.20928,0.83299,0.01667,0.16667,0.01386,0.00345,3.63855,4.7194,0.86879,0.0002774,0.0002774,0.0002774
89,1878.89,3.99518,5.24483,0.82518,0.01667,0.16667,0.01386,0.00345,3.63855,4.7194,0.86879,0.0002576,0.0002576,0.0002576
90,1901.07,4.07216,4.94388,0.79612,0.01667,0.16667,0.01413,0.00355,3.6173,4.73322,0.86714,0.0002378,0.0002378,0.0002378
91,1921.1,3.74146,5.44242,0.843,0.01667,0.16667,0.01413,0.00355,3.6173,4.73322,0.86714,0.000218,0.000218,0.000218
92,1942.24,3.73546,5.78067,0.8833,0.01667,0.16667,0.01413,0.00355,3.6173,4.73322,0.86714,0.0001982,0.0001982,0.0001982
93,1962.26,3.7304,6.021,0.86266,0.01667,0.16667,0.01413,0.00355,3.6173,4.73322,0.86714,0.0001784,0.0001784,0.0001784
94,1982.42,3.81922,9.29493,0.86064,0.015,0.15,0.01185,0.00306,3.68506,4.80368,0.8668,0.0001586,0.0001586,0.0001586
95,2002.66,3.89762,10.981,0.84128,0.015,0.15,0.01185,0.00306,3.68506,4.80368,0.8668,0.0001388,0.0001388,0.0001388
96,2022.47,3.80146,5.95702,0.88163,0.015,0.15,0.01185,0.00306,3.68506,4.80368,0.8668,0.000119,0.000119,0.000119
97,2042.35,3.95429,5.77739,0.85016,0.015,0.15,0.01185,0.00306,3.68506,4.80368,0.8668,9.92e-05,9.92e-05,9.92e-05
98,2063.08,3.68348,6.60387,0.8918,0.01167,0.11667,0.00868,0.00239,3.74691,4.87031,0.86619,7.94e-05,7.94e-05,7.94e-05
99,2083.4,3.59224,5.88006,0.87396,0.01167,0.11667,0.00868,0.00239,3.74691,4.87031,0.86619,5.96e-05,5.96e-05,5.96e-05
100,2103.65,3.55819,4.61144,0.87961,0.01167,0.11667,0.00868,0.00239,3.74691,4.87031,0.86619,3.98e-05,3.98e-05,3.98e-05
